district,market,price_lkr,year,month,usd_lkr_rate,food_inflation_yoy,quarter,agri_season,crisis_period,covid_lockdown,month_sin,month_cos,price_lag_1m,price_lag_2m,price_lag_3m,price_roll3m_mean,price_roll6m_mean,price_roll3m_std,price_mom_pct,rice_Rice (long grain),rice_Rice (medium grain),rice_Rice (red nadu),rice_Rice (red),rice_Rice (white),prov_Central,prov_Eastern,prov_North Central,prov_North Western,prov_Northern,prov_Sabaragamuwa,prov_Southern,prov_Uva,prov_Western
Puttalam,Puttalam,235.0,2024,8,299.0,0.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,258.5,249.22,277.41,261.71,261.18,14.366527068154003,-9.09,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Puttalam,Puttalam,232.92,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,235.0,258.5,249.22,247.57333333333335,257.875,11.836221243848616,-0.89,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Kurunegala,250.0,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,232.92,235.0,258.5,242.14,251.69500000000002,14.206294379605099,7.33,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Nikaweratiya,254.58,2024,10,298.0,0.8,4,0,0,0,-0.8660254037844386,0.5000000000000001,250.0,232.92,235.0,239.30666666666664,250.50833333333335,9.318912669047418,1.83,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Puttalam,Puttalam,239.25,2024,10,298.0,0.8,4,0,0,0,-0.8660254037844386,0.5000000000000001,254.58,250.0,232.92,245.83333333333334,246.70333333333335,11.415328875390914,-6.02,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Nikaweratiya,252.5,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,239.25,254.58,250.0,247.9433333333333,245.04166666666666,7.869220630617352,5.54,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Puttalam,Puttalam,238.89,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,252.5,239.25,254.58,248.77666666666664,244.04166666666666,8.31562585337591,-5.39,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Kurunegala,240.0,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,238.89,252.5,239.25,243.54666666666662,244.68999999999997,7.755903128155563,0.46,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Nikaweratiya,254.69,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,240.0,238.89,252.5,243.79666666666662,245.86999999999998,7.557713499024244,6.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Kurunegala,245.0,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,254.69,240.0,238.89,244.52666666666664,246.65166666666664,8.819185525508205,-3.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Puttalam,Puttalam,247.5,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,245.0,254.69,240.0,246.5633333333333,245.05499999999998,7.468737064145026,1.02,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Kurunegala,241.85,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,247.5,245.0,254.69,249.0633333333333,246.42999999999998,5.030609638337494,-2.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Nikaweratiya,239.8,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,241.85,247.5,245.0,244.7833333333333,244.655,2.8312247055529496,-0.85,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Puttalam,Puttalam,255.0,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,239.8,241.85,247.5,243.04999999999998,244.80666666666664,3.9877938763180376,6.34,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Nikaweratiya,240.0,2025,4,300.0,1.5,2,1,0,0,0.8660254037844387,-0.4999999999999998,255.0,239.8,241.85,245.54999999999998,247.3066666666667,8.247878515109218,-5.88,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Puttalam,Puttalam,259.62,2025,4,300.0,1.5,2,1,0,0,0.8660254037844387,-0.4999999999999998,240.0,255.0,239.8,244.9333333333333,244.85833333333335,8.71856257265688,8.17,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Puttalam,Puttalam,262.29,2025,5,300.0,1.4,2,1,0,0,0.49999999999999994,-0.8660254037844387,259.62,240.0,255.0,251.54,247.295,10.25742657785088,1.03,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Nikaweratiya,240.0,2025,5,300.0,1.4,2,1,0,0,0.49999999999999994,-0.8660254037844387,262.29,259.62,240.0,253.97000000000003,249.76000000000002,12.171807589672222,-8.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Kurunegala,245.0,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,240.0,262.29,259.62,253.97000000000003,249.45166666666668,12.171807589672222,2.08,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Puttalam,Puttalam,265.94,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,245.0,240.0,262.29,249.09666666666666,250.31833333333336,11.69606914024258,8.55,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Nikaweratiya,240.0,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,265.94,245.0,240.0,250.31333333333336,252.14166666666665,13.762068642952444,-9.75,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kurunegala,Nikaweratiya,268.15,2025,9,302.0,1.1,3,1,0,0,-1.0,-1.8369701987210297e-16,240.0,265.94,245.0,250.31333333333336,252.14166666666665,13.762068642952444,11.73,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Vavuniya,Vavuniya,74.42,2015,1,133.2,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,73.96,73.0,73.54,73.5,73.5,0.48124837662063613,0.62,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,73.17,2015,2,133.2,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,74.42,73.96,73.0,73.79333333333334,73.73,0.7245228314783049,-1.68,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,71.13,2015,2,133.2,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,73.17,74.42,73.96,73.85,73.61800000000001,0.6322183167229576,-2.79,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,71.08,2015,2,133.2,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,71.13,73.17,74.42,72.90666666666667,73.20333333333333,1.660732769994415,-0.07,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,70.67,2015,3,133.2,0.0,1,0,0,0,1.0,6.123233995736766e-17,71.08,71.13,73.17,71.79333333333334,72.79333333333334,1.192490391295994,-0.58,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,67.53,2015,3,133.2,0.0,1,0,0,0,1.0,6.123233995736766e-17,70.67,71.08,71.13,70.96,72.40499999999999,0.2523885892823103,-4.44,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,68.66,2015,3,133.2,0.0,1,0,0,0,1.0,6.123233995736766e-17,67.53,70.67,71.08,69.76,71.33333333333333,1.9420865068271085,1.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,69.0,2015,4,133.2,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,68.66,67.53,70.67,68.95333333333333,70.37333333333333,1.5904192319427195,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,66.17,2015,4,133.2,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,69.0,68.66,67.53,68.39666666666666,69.67833333333334,0.7695669778084736,-4.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,73.33,2015,5,133.2,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,66.17,69.0,68.66,67.94333333333333,68.85166666666667,1.545132141058898,10.82,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,67.67,2015,5,133.2,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,73.33,66.17,69.0,69.5,69.22666666666667,3.60609206759893,-7.72,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,71.0,2015,5,133.2,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,67.67,73.33,66.17,69.05666666666667,68.72666666666667,3.776047316087718,4.92,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,68.0,2015,6,136.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,71.0,67.67,73.33,70.66666666666667,69.30499999999999,2.8446851026665945,-4.23,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,68.67,2015,6,136.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,68.0,71.0,67.67,68.89,69.195,1.8347479390913481,0.99,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,69.0,2015,6,136.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,68.67,68.0,71.0,69.22333333333333,69.14,1.5746851537159043,0.48,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,67.67,2015,6,136.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,69.0,68.67,68.0,68.55666666666667,69.61166666666666,0.5095422782589043,-1.93,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,70.83,2015,6,136.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,67.67,69.0,68.67,68.44666666666667,68.66833333333334,0.6925556535999613,4.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,66.33,2015,7,136.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,70.83,67.67,69.0,69.16666666666667,69.19500000000001,1.5865791292378992,-6.35,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,65.0,2015,7,136.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,66.33,70.83,67.67,68.27666666666666,68.41666666666667,2.3105266354953082,-2.01,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,66.83,2015,7,136.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,65.0,66.33,70.83,67.38666666666666,67.91666666666667,3.055263218338682,2.82,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,68.33,2015,7,136.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,66.83,65.0,66.33,66.05333333333333,67.61,0.9458505872140752,2.24,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,62.4,2015,8,136.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,68.33,66.83,65.0,66.71999999999998,67.49833333333333,1.6677229985821627,-8.68,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,71.33,2015,8,136.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,62.4,68.33,66.83,65.85333333333332,66.61999999999999,3.083282882470111,14.31,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,63.13,2015,8,136.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,71.33,62.4,68.33,67.35333333333334,66.70333333333333,4.544406818643467,-11.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,68.83,2015,9,136.3,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,63.13,71.33,62.4,65.62,66.17,4.958457421416447,9.03,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,64.33,2015,10,136.3,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,68.83,63.13,71.33,67.76333333333334,66.80833333333334,4.2027768598074795,-6.54,1,0,0,0,0,0,0,0,0,1,0,0,0,0
