district,market,price_lkr,year,month,usd_lkr_rate,food_inflation_yoy,quarter,agri_season,crisis_period,covid_lockdown,month_sin,month_cos,price_lag_1m,price_lag_2m,price_lag_3m,price_roll3m_mean,price_roll6m_mean,price_roll3m_std,price_mom_pct,rice_Rice (long grain),rice_Rice (medium grain),rice_Rice (red nadu),rice_Rice (red),rice_Rice (white),prov_Central,prov_Eastern,prov_North Central,prov_North Western,prov_Northern,prov_Sabaragamuwa,prov_Southern,prov_Uva,prov_Western
Colombo,Colombo City,36.34,2007,5,110.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,35.12,36.86,38.59,36.85666666666666,36.505,1.7350024015352852,3.47,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,37.51,2007,6,111.0,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,36.34,35.12,36.86,36.10666666666666,37.27,0.8931591870059845,3.22,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,38.7,2007,8,111.0,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,37.51,36.34,35.12,36.32333333333333,36.98333333333333,1.195087165579648,3.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,42.06,2007,10,111.0,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,38.7,37.51,36.34,37.516666666666666,37.18666666666667,1.1800141242092121,8.68,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,53.98,2007,11,111.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,42.06,38.7,37.51,39.42333333333334,37.765,2.359668055751336,28.34,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,65.0,2008,1,108.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,53.98,42.06,38.7,44.913333333333334,40.61833333333333,8.0296782833021,20.41,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,65.0,2008,2,108.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,65.0,53.98,42.06,53.68000000000001,45.598333333333336,11.472942081262339,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,67.0,2008,3,108.5,0.0,1,0,0,0,1.0,6.123233995736766e-17,65.0,65.0,53.98,61.326666666666675,50.375,6.36239996646971,3.08,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,66.5,2008,5,108.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,67.0,65.0,65.0,65.66666666666667,55.29,1.1547005383794402,-0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,67.0,2008,6,108.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,66.5,67.0,65.0,66.16666666666667,59.92333333333334,1.040832999733274,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,63.5,2008,8,108.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,67.0,66.5,67.0,66.83333333333333,64.08,0.2886751345955554,-5.22,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,68.33,2009,1,113.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,63.5,67.0,66.5,65.66666666666667,65.66666666666667,1.8929694486002062,7.61,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,69.54,2009,2,113.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,68.33,63.5,67.0,66.27666666666667,66.22166666666666,2.4949215084514704,1.77,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,67.08,2009,3,113.5,0.0,1,0,0,0,1.0,6.123233995736766e-17,69.54,68.33,63.5,67.12333333333333,66.97833333333334,3.195689805555879,-3.54,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,68.34,2009,5,113.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,67.08,69.54,68.33,68.31666666666668,66.99166666666666,1.2300541993480474,1.88,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,70.33,2009,7,114.0,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,68.34,67.08,69.54,68.32000000000001,67.29833333333333,1.2301219451747183,2.91,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,65.89,2009,9,114.0,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,70.33,68.34,67.08,68.58333333333333,67.85333333333334,1.6386071320892464,-6.31,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,74.08,2009,10,114.0,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,65.89,70.33,68.34,68.18666666666668,68.25166666666667,2.2239679254282723,12.43,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,67.08,2009,12,114.9,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,74.08,65.89,70.33,70.10000000000001,69.21,4.099841460349461,-9.45,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,69.42,2010,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,67.08,74.08,65.89,69.01666666666667,68.8,4.4251591308487095,3.49,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.42,2010,3,114.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,69.42,67.08,74.08,70.19333333333334,69.19,3.563500152004172,-12.96,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,51.84,2010,6,113.0,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,60.42,69.42,67.08,65.64,67.86999999999999,4.669603837586268,-14.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,50.5,2010,7,113.0,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,51.84,60.42,69.42,60.56000000000001,64.78833333333334,8.790836137706151,-2.58,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,57.5,2010,9,113.0,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,50.5,51.84,60.42,54.25333333333334,62.223333333333336,5.3823538840672445,13.86,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,67.0,2010,12,111.0,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,57.5,50.5,51.84,53.28000000000001,59.46,3.715534954754217,16.52,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,61.19,2011,2,111.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,67.0,57.5,50.5,58.333333333333336,59.446666666666665,8.281505499203254,-8.67,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,63.13,2011,3,111.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,61.19,67.0,57.5,61.89666666666667,58.074999999999996,4.789262295315817,3.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,61.78,2011,5,111.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,63.13,61.19,67.0,63.77333333333334,58.52666666666667,2.957944105850163,-2.14,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,61.74,2011,6,110.2,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,61.78,63.13,61.19,62.03333333333334,60.18333333333333,0.9945015501917104,-0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,59.85,2011,7,110.2,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,61.74,61.78,63.13,62.216666666666676,62.056666666666665,0.7912226825197276,-3.06,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,58.88,2011,8,110.2,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,59.85,61.74,61.78,61.12333333333334,62.44833333333333,1.1029203658169147,-1.62,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,58.9,2011,9,110.2,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,58.88,59.85,61.74,60.15666666666667,61.095,1.4544529326635887,0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,59.87,2011,10,110.2,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,58.9,58.88,59.85,59.21000000000001,60.71333333333333,0.5543464620617421,1.65,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,62.31,2011,12,113.9,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,59.87,58.9,58.88,59.216666666666676,60.169999999999995,0.5658916268453738,4.08,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.91,2012,1,114.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,62.31,59.87,58.9,60.36000000000001,60.25833333333333,1.757014513315251,-2.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,62.06,2012,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,60.91,62.31,59.87,61.03,60.120000000000005,1.2244182292013042,1.89,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,51.87,2012,4,114.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,62.06,60.91,62.31,61.76000000000001,60.48833333333334,0.7466592261537368,-16.42,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,59.81,2012,5,114.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,51.87,62.06,60.91,58.28,59.32,5.580922862753105,15.31,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.58,2012,6,133.7,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,59.81,51.87,62.06,57.913333333333334,59.47166666666667,5.353226441440118,1.29,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.37,2012,7,133.7,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,60.58,59.81,51.87,57.42000000000001,59.59,4.821835750002303,-0.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Economic Centre-Pettah,98.0,2020,2,183.0,11.0,1,0,0,0,0.8660254037844386,0.5000000000000001,60.37,60.58,59.81,60.25333333333333,59.26666666666667,0.39803684921593413,62.33,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Economic Centre-Pettah,98.0,2020,3,193.7,10.5,1,0,0,1,1.0,6.123233995736766e-17,98.0,60.37,60.58,72.98333333333333,65.44833333333334,21.665323291687443,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Economic Centre-Pettah,96.0,2020,6,186.7,9.0,2,1,0,1,1.2246467991473532e-16,-1.0,98.0,98.0,60.37,85.45666666666666,71.43833333333333,21.725690629605655,-2.04,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Economic Centre-Pettah,96.17,2020,10,185.8,10.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,96.0,98.0,98.0,97.33333333333333,78.79333333333334,1.1547005383801705,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombo,Economic Centre-Pettah,93.0,2020,7,185.4,10.9,3,1,0,1,-0.4999999999999997,-0.8660254037844388,93.0,98.0,113.14,101.38,101.38,10.486810764002557,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Colombo,Economic Centre-Pettah,93.0,2020,8,185.5,12.3,3,1,0,1,-0.8660254037844385,-0.5000000000000004,93.0,93.0,98.0,94.66666666666667,99.285,2.886751345948105,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Colombo,Economic Centre-Pettah,93.0,2020,9,185.6,11.5,3,1,0,1,-1.0,-1.8369701987210297e-16,93.0,93.0,93.0,93.0,98.02799999999999,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Colombo,Economic Centre-Pettah,93.0,2020,10,185.8,10.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,93.0,93.0,93.0,93.0,97.19,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,31.78,2006,11,103.5,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,29.66,29.92,30.25,29.94333333333333,29.94333333333333,0.2956912804486015,7.15,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,34.32,2006,12,107.6,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,31.78,29.66,29.92,30.453333333333333,30.4025,1.1562583333033025,7.99,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,34.5,2007,1,110.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,34.32,31.78,29.66,31.92,31.186,2.3331523739353117,0.52,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,36.38,2007,2,110.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,34.5,34.32,31.78,33.53333333333334,31.738333333333333,1.5210960960219715,5.45,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,32.83,2007,4,110.5,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,36.38,34.5,34.32,35.06666666666667,32.76,1.1409352888456277,-9.76,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,36.36,2007,7,111.0,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,32.83,36.38,34.5,34.57,33.245,1.7760349095667958,10.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,37.1,2007,8,111.0,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,36.36,32.83,36.38,35.19,34.361666666666665,2.0438444167793017,2.04,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,37.88,2007,10,111.0,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,37.1,36.36,32.83,35.43,35.248333333333335,2.2818632737304654,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,47.5,2007,11,111.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,37.88,37.1,36.36,37.11333333333334,35.84166666666667,0.7600877142364622,25.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,57.41,2008,1,108.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,47.5,37.88,37.1,40.82666666666666,38.00833333333333,5.792420334655721,20.86,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,62.73,2008,2,108.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,57.41,47.5,37.88,47.596666666666664,41.513333333333335,9.76535884303966,9.27,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,62.73,2008,3,108.5,0.0,1,0,0,0,1.0,6.123233995736766e-17,62.73,57.41,47.5,55.879999999999995,46.49666666666667,7.7294178306001475,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,65.81,2008,4,108.5,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,62.73,62.73,57.41,60.95666666666667,50.89166666666667,3.071503432088715,4.91,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,65.0,2008,5,108.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,65.81,62.73,62.73,63.75666666666667,55.676666666666655,1.7782388291038755,-1.23,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,66.05,2008,6,108.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,65.0,65.81,62.73,64.51333333333334,60.19666666666666,1.5966318715761343,1.62,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,62.22,2008,8,108.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,66.05,65.0,65.81,65.62,63.28833333333333,0.5501817881385768,-5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,61.55,2008,10,108.3,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,62.22,66.05,65.0,64.42333333333333,64.09,1.9790485929690316,-1.08,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,61.69,2008,11,108.3,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,61.55,62.22,66.05,63.27333333333333,63.89333333333334,2.4278865981204087,0.23,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,63.94,2008,12,113.0,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,61.69,61.55,62.22,61.81999999999999,63.71999999999999,0.35341194094051037,3.65,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,64.62,2009,1,113.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,63.94,61.69,61.55,62.39333333333334,63.40833333333334,1.3412804827226417,1.06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,65.0,2009,2,113.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,64.62,63.94,61.69,63.416666666666664,63.345000000000006,1.5335036137331788,0.59,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,61.01,2009,3,113.5,0.0,1,0,0,0,1.0,6.123233995736766e-17,65.0,64.62,63.94,64.52,63.169999999999995,0.5370288632833512,-6.14,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,57.72,2009,4,113.5,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,61.01,65.0,64.62,63.54333333333333,62.968333333333334,2.202142895756939,-5.39,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,62.11,2009,6,114.0,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,57.72,61.01,65.0,61.24333333333333,62.32999999999999,3.6456046594951514,7.61,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.92,2009,7,114.0,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,62.11,57.72,61.01,60.28,62.4,2.28422853497618,-1.92,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,61.11,2009,8,114.0,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,60.92,62.11,57.72,60.25,61.896666666666675,2.2703964411528283,0.31,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.55,2009,9,114.0,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,61.11,60.92,62.11,61.38,61.31166666666666,0.6392964883365554,-0.92,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,61.52,2009,10,114.0,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,60.55,61.11,60.92,60.85999999999999,60.57,0.284780617316976,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,62.56,2009,11,114.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,61.52,60.55,61.11,61.06,60.654999999999994,0.4869291529570257,1.69,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,65.93,2010,1,114.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,62.56,61.52,60.55,61.54333333333333,61.461666666666666,1.0052031303835058,5.39,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,62.2,2010,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,65.93,62.56,61.52,63.33666666666667,62.098333333333336,2.3053054750581037,-5.66,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,52.77,2010,3,114.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,62.2,65.93,62.56,63.56333333333333,62.31166666666667,2.0574822801989994,-15.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,52.09,2010,4,114.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,52.77,62.2,65.93,60.300000000000004,60.921666666666674,6.782617488845985,-1.29,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,48.45,2010,9,113.0,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,52.09,52.77,62.2,55.68666666666667,59.51166666666668,5.650949772678267,-6.99,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,53.3,2010,10,113.0,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,48.45,52.09,52.77,51.10333333333333,57.33333333333334,2.3228717858143733,10.01,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,56.62,2010,11,113.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,53.3,48.45,52.09,51.28,55.79000000000001,2.524420725631747,6.23,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,57.89,2010,12,111.0,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,56.62,53.3,48.45,52.79,54.238333333333344,4.108807612921192,2.24,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,56.52,2011,1,111.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,57.89,56.62,53.3,55.93666666666667,53.52,2.3700703224445827,-2.37,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,59.18,2011,2,111.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,56.52,57.89,56.62,57.01,54.145,0.763740793724703,4.71,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,59.23,2011,3,111.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,59.18,56.52,57.89,57.86333333333334,55.32666666666666,1.3302004861420615,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,58.09,2011,4,111.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,59.23,59.18,56.52,58.31,57.123333333333335,1.550387048449272,-1.92,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,58.24,2011,5,111.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,58.09,59.23,59.18,58.833333333333336,57.92166666666666,0.6442308075003798,0.26,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,54.91,2011,8,110.2,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,58.24,58.09,59.23,58.52,58.19166666666666,0.6194352266373412,-5.72,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,52.16,2011,9,110.2,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,54.91,58.24,58.09,57.080000000000005,57.69499999999999,1.8807711184509501,-5.01,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,54.27,2011,10,110.2,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,52.16,54.91,58.24,55.10333333333333,56.968333333333334,3.04460725436509,4.05,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,56.0,2011,11,110.2,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,54.27,52.16,54.91,53.78,56.15,1.4389927032473626,3.19,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,57.95,2012,1,114.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,56.0,54.27,52.16,54.14333333333334,55.61166666666666,1.923131127441002,3.48,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,55.49,2012,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,57.95,56.0,54.27,56.07333333333333,55.58833333333334,1.8410956882608065,-4.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,54.24,2012,3,114.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,55.49,57.95,56.0,56.48,55.129999999999995,1.298345100502639,-2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,51.87,2012,5,114.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,54.24,55.49,57.95,55.89333333333334,55.01833333333334,1.88759988698149,-4.37,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,52.42,2012,6,133.7,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,51.87,54.24,55.49,53.866666666666674,54.97,1.8386498669764477,1.06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,56.89,2012,7,133.7,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,52.42,51.87,54.24,52.843333333333334,54.66166666666667,1.2404165966853582,8.53,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,58.37,2012,9,133.7,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,56.89,52.42,51.87,53.72666666666667,54.81,2.753294995697429,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,59.22,2012,10,133.7,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,58.37,56.89,52.42,55.89333333333334,54.879999999999995,3.097681929012814,1.46,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,59.82,2012,11,133.7,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,59.22,58.37,56.89,58.16,55.501666666666665,1.1791098337302148,1.01,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.58,2012,12,127.5,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,59.82,59.22,58.37,59.13666666666666,56.43166666666667,0.7285830998126821,1.27,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.98,2013,1,127.8,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,60.58,59.82,59.22,59.873333333333335,57.88333333333333,0.6815668223532297,0.66,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.46,2013,2,127.8,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,60.98,60.58,59.82,60.46,59.31,0.5892367945057105,-0.85,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,58.91,2013,3,127.8,0.0,1,0,0,0,1.0,6.123233995736766e-17,60.46,60.98,60.58,60.673333333333325,59.905,0.27227437142101074,-2.56,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,59.52,2013,6,130.8,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,58.91,60.46,60.98,60.11666666666667,59.995000000000005,1.0768627272464617,1.04,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,58.88,2013,7,130.8,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,59.52,58.91,60.46,59.63,60.044999999999995,0.780832888651175,-1.08,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,57.85,2013,9,130.8,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,58.88,59.52,58.91,59.10333333333333,59.88833333333333,0.36115555281990575,-1.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,59.49,2013,11,130.8,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,57.85,58.88,59.52,58.75,59.43333333333334,0.8425556361447643,2.83,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,60.44,2013,12,130.5,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,59.49,57.85,58.88,58.74,59.185,0.8289149534176024,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Colombo,Colombo City,64.89,2014,1,130.7,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,60.44,59.49,57.85,59.26,59.18166666666667,1.310228987619842,7.36,0,0,0,0,1,0,0,0,0,0,0,0,0,1
